ETA;SESSO;REGIONE DI NASCITA;RESIDENTI
13;F;Trentino-Alto Adige/Sudtirol;3
16;F;Trentino-Alto Adige/Sudtirol;1
17;F;Trentino-Alto Adige/Sudtirol;3
18;F;Trentino-Alto Adige/Sudtirol;2
19;F;Trentino-Alto Adige/Sudtirol;1
20;F;Trentino-Alto Adige/Sudtirol;2
25;F;Trentino-Alto Adige/Sudtirol;1
26;F;Trentino-Alto Adige/Sudtirol;2
27;F;Trentino-Alto Adige/Sudtirol;3
28;F;Trentino-Alto Adige/Sudtirol;2
29;F;Trentino-Alto Adige/Sudtirol;5
30;F;Trentino-Alto Adige/Sudtirol;2
31;F;Trentino-Alto Adige/Sudtirol;4
32;F;Trentino-Alto Adige/Sudtirol;4
33;F;Trentino-Alto Adige/Sudtirol;4
34;F;Trentino-Alto Adige/Sudtirol;2
35;F;Trentino-Alto Adige/Sudtirol;3
36;F;Trentino-Alto Adige/Sudtirol;2
37;F;Trentino-Alto Adige/Sudtirol;5
38;F;Trentino-Alto Adige/Sudtirol;5
39;F;Trentino-Alto Adige/Sudtirol;4
40;F;Trentino-Alto Adige/Sudtirol;7
41;F;Trentino-Alto Adige/Sudtirol;3
42;F;Trentino-Alto Adige/Sudtirol;5
43;F;Trentino-Alto Adige/Sudtirol;8
44;F;Trentino-Alto Adige/Sudtirol;5
45;F;Trentino-Alto Adige/Sudtirol;5
46;F;Trentino-Alto Adige/Sudtirol;14
47;F;Trentino-Alto Adige/Sudtirol;7
48;F;Trentino-Alto Adige/Sudtirol;7
49;F;Trentino-Alto Adige/Sudtirol;5
50;F;Trentino-Alto Adige/Sudtirol;13
51;F;Trentino-Alto Adige/Sudtirol;5
52;F;Trentino-Alto Adige/Sudtirol;11
53;F;Trentino-Alto Adige/Sudtirol;13
54;F;Trentino-Alto Adige/Sudtirol;10
55;F;Trentino-Alto Adige/Sudtirol;10
56;F;Trentino-Alto Adige/Sudtirol;8
57;F;Trentino-Alto Adige/Sudtirol;9
58;F;Trentino-Alto Adige/Sudtirol;10
59;F;Trentino-Alto Adige/Sudtirol;9
60;F;Trentino-Alto Adige/Sudtirol;11
61;F;Trentino-Alto Adige/Sudtirol;16
62;F;Trentino-Alto Adige/Sudtirol;11
63;F;Trentino-Alto Adige/Sudtirol;16
64;F;Trentino-Alto Adige/Sudtirol;25
65;F;Trentino-Alto Adige/Sudtirol;16
66;F;Trentino-Alto Adige/Sudtirol;8
67;F;Trentino-Alto Adige/Sudtirol;18
68;F;Trentino-Alto Adige/Sudtirol;23
69;F;Trentino-Alto Adige/Sudtirol;12
70;F;Trentino-Alto Adige/Sudtirol;28
71;F;Trentino-Alto Adige/Sudtirol;27
72;F;Trentino-Alto Adige/Sudtirol;13
73;F;Trentino-Alto Adige/Sudtirol;14
74;F;Trentino-Alto Adige/Sudtirol;20
75;F;Trentino-Alto Adige/Sudtirol;14
76;F;Trentino-Alto Adige/Sudtirol;12
77;F;Trentino-Alto Adige/Sudtirol;14
78;F;Trentino-Alto Adige/Sudtirol;10
79;F;Trentino-Alto Adige/Sudtirol;13
80;F;Trentino-Alto Adige/Sudtirol;22
81;F;Trentino-Alto Adige/Sudtirol;21
82;F;Trentino-Alto Adige/Sudtirol;14
83;F;Trentino-Alto Adige/Sudtirol;13
84;F;Trentino-Alto Adige/Sudtirol;9
85;F;Trentino-Alto Adige/Sudtirol;11
86;F;Trentino-Alto Adige/Sudtirol;11
87;F;Trentino-Alto Adige/Sudtirol;6
88;F;Trentino-Alto Adige/Sudtirol;11
89;F;Trentino-Alto Adige/Sudtirol;7
90;F;Trentino-Alto Adige/Sudtirol;11
91;F;Trentino-Alto Adige/Sudtirol;4
92;F;Trentino-Alto Adige/Sudtirol;2
93;F;Trentino-Alto Adige/Sudtirol;1
94;F;Trentino-Alto Adige/Sudtirol;2
95;F;Trentino-Alto Adige/Sudtirol;1
97;F;Trentino-Alto Adige/Sudtirol;2
98;F;Trentino-Alto Adige/Sudtirol;1
99;F;Trentino-Alto Adige/Sudtirol;2
102;F;Trentino-Alto Adige/Sudtirol;1
2;M;Trentino-Alto Adige/Sudtirol;1
3;M;Trentino-Alto Adige/Sudtirol;1
4;M;Trentino-Alto Adige/Sudtirol;1
6;M;Trentino-Alto Adige/Sudtirol;2
7;M;Trentino-Alto Adige/Sudtirol;1
8;M;Trentino-Alto Adige/Sudtirol;1
9;M;Trentino-Alto Adige/Sudtirol;1
10;M;Trentino-Alto Adige/Sudtirol;1
12;M;Trentino-Alto Adige/Sudtirol;2
13;M;Trentino-Alto Adige/Sudtirol;1
15;M;Trentino-Alto Adige/Sudtirol;1
16;M;Trentino-Alto Adige/Sudtirol;1
18;M;Trentino-Alto Adige/Sudtirol;2
19;M;Trentino-Alto Adige/Sudtirol;2
20;M;Trentino-Alto Adige/Sudtirol;1
22;M;Trentino-Alto Adige/Sudtirol;3
23;M;Trentino-Alto Adige/Sudtirol;1
24;M;Trentino-Alto Adige/Sudtirol;2
25;M;Trentino-Alto Adige/Sudtirol;2
26;M;Trentino-Alto Adige/Sudtirol;1
27;M;Trentino-Alto Adige/Sudtirol;2
28;M;Trentino-Alto Adige/Sudtirol;2
29;M;Trentino-Alto Adige/Sudtirol;3
30;M;Trentino-Alto Adige/Sudtirol;2
32;M;Trentino-Alto Adige/Sudtirol;2
33;M;Trentino-Alto Adige/Sudtirol;3
34;M;Trentino-Alto Adige/Sudtirol;1
35;M;Trentino-Alto Adige/Sudtirol;2
36;M;Trentino-Alto Adige/Sudtirol;2
38;M;Trentino-Alto Adige/Sudtirol;4
39;M;Trentino-Alto Adige/Sudtirol;6
40;M;Trentino-Alto Adige/Sudtirol;10
41;M;Trentino-Alto Adige/Sudtirol;1
42;M;Trentino-Alto Adige/Sudtirol;6
43;M;Trentino-Alto Adige/Sudtirol;2
44;M;Trentino-Alto Adige/Sudtirol;4
45;M;Trentino-Alto Adige/Sudtirol;6
46;M;Trentino-Alto Adige/Sudtirol;7
47;M;Trentino-Alto Adige/Sudtirol;8
48;M;Trentino-Alto Adige/Sudtirol;12
49;M;Trentino-Alto Adige/Sudtirol;5
50;M;Trentino-Alto Adige/Sudtirol;6
51;M;Trentino-Alto Adige/Sudtirol;10
52;M;Trentino-Alto Adige/Sudtirol;4
53;M;Trentino-Alto Adige/Sudtirol;8
54;M;Trentino-Alto Adige/Sudtirol;7
55;M;Trentino-Alto Adige/Sudtirol;8
56;M;Trentino-Alto Adige/Sudtirol;12
57;M;Trentino-Alto Adige/Sudtirol;11
58;M;Trentino-Alto Adige/Sudtirol;8
59;M;Trentino-Alto Adige/Sudtirol;6
60;M;Trentino-Alto Adige/Sudtirol;8
61;M;Trentino-Alto Adige/Sudtirol;13
62;M;Trentino-Alto Adige/Sudtirol;14
63;M;Trentino-Alto Adige/Sudtirol;9
64;M;Trentino-Alto Adige/Sudtirol;23
65;M;Trentino-Alto Adige/Sudtirol;16
66;M;Trentino-Alto Adige/Sudtirol;9
67;M;Trentino-Alto Adige/Sudtirol;9
68;M;Trentino-Alto Adige/Sudtirol;12
69;M;Trentino-Alto Adige/Sudtirol;18
70;M;Trentino-Alto Adige/Sudtirol;14
71;M;Trentino-Alto Adige/Sudtirol;14
72;M;Trentino-Alto Adige/Sudtirol;17
73;M;Trentino-Alto Adige/Sudtirol;10
74;M;Trentino-Alto Adige/Sudtirol;7
75;M;Trentino-Alto Adige/Sudtirol;7
76;M;Trentino-Alto Adige/Sudtirol;6
77;M;Trentino-Alto Adige/Sudtirol;7
78;M;Trentino-Alto Adige/Sudtirol;11
79;M;Trentino-Alto Adige/Sudtirol;8
80;M;Trentino-Alto Adige/Sudtirol;7
81;M;Trentino-Alto Adige/Sudtirol;7
82;M;Trentino-Alto Adige/Sudtirol;7
83;M;Trentino-Alto Adige/Sudtirol;4
84;M;Trentino-Alto Adige/Sudtirol;1
85;M;Trentino-Alto Adige/Sudtirol;4
86;M;Trentino-Alto Adige/Sudtirol;4
87;M;Trentino-Alto Adige/Sudtirol;2
88;M;Trentino-Alto Adige/Sudtirol;5
89;M;Trentino-Alto Adige/Sudtirol;6
90;M;Trentino-Alto Adige/Sudtirol;2
91;M;Trentino-Alto Adige/Sudtirol;2
92;M;Trentino-Alto Adige/Sudtirol;2
98;M;Trentino-Alto Adige/Sudtirol;1
0;F;Veneto                      ;5
1;F;Veneto                      ;2
2;F;Veneto                      ;6
3;F;Veneto                      ;6
4;F;Veneto                      ;7
5;F;Veneto                      ;4
6;F;Veneto                      ;4
7;F;Veneto                      ;2
8;F;Veneto                      ;6
9;F;Veneto                      ;2
10;F;Veneto                      ;3
11;F;Veneto                      ;6
12;F;Veneto                      ;1
13;F;Veneto                      ;8
14;F;Veneto                      ;3
15;F;Veneto                      ;3
16;F;Veneto                      ;5
17;F;Veneto                      ;2
18;F;Veneto                      ;3
19;F;Veneto                      ;2
20;F;Veneto                      ;3
21;F;Veneto                      ;3
22;F;Veneto                      ;3
23;F;Veneto                      ;5
24;F;Veneto                      ;7
25;F;Veneto                      ;6
26;F;Veneto                      ;5
27;F;Veneto                      ;6
28;F;Veneto                      ;5
29;F;Veneto                      ;9
30;F;Veneto                      ;16
31;F;Veneto                      ;14
32;F;Veneto                      ;12
33;F;Veneto                      ;19
34;F;Veneto                      ;18
35;F;Veneto                      ;14
36;F;Veneto                      ;20
37;F;Veneto                      ;30
38;F;Veneto                      ;23
39;F;Veneto                      ;15
40;F;Veneto                      ;21
41;F;Veneto                      ;20
42;F;Veneto                      ;20
43;F;Veneto                      ;24
44;F;Veneto                      ;33
45;F;Veneto                      ;29
46;F;Veneto                      ;28
47;F;Veneto                      ;49
48;F;Veneto                      ;43
49;F;Veneto                      ;49
50;F;Veneto                      ;57
51;F;Veneto                      ;80
52;F;Veneto                      ;88
53;F;Veneto                      ;87
54;F;Veneto                      ;85
55;F;Veneto                      ;109
56;F;Veneto                      ;126
57;F;Veneto                      ;147
58;F;Veneto                      ;157
59;F;Veneto                      ;176
60;F;Veneto                      ;177
61;F;Veneto                      ;222
62;F;Veneto                      ;249
63;F;Veneto                      ;256
64;F;Veneto                      ;297
65;F;Veneto                      ;306
66;F;Veneto                      ;274
67;F;Veneto                      ;296
68;F;Veneto                      ;328
69;F;Veneto                      ;291
70;F;Veneto                      ;297
71;F;Veneto                      ;374
72;F;Veneto                      ;399
73;F;Veneto                      ;405
74;F;Veneto                      ;401
75;F;Veneto                      ;399
76;F;Veneto                      ;438
77;F;Veneto                      ;393
78;F;Veneto                      ;425
79;F;Veneto                      ;363
80;F;Veneto                      ;356
81;F;Veneto                      ;342
82;F;Veneto                      ;376
83;F;Veneto                      ;332
84;F;Veneto                      ;316
85;F;Veneto                      ;273
86;F;Veneto                      ;308
87;F;Veneto                      ;235
88;F;Veneto                      ;229
89;F;Veneto                      ;193
90;F;Veneto                      ;188
91;F;Veneto                      ;133
92;F;Veneto                      ;76
93;F;Veneto                      ;34
94;F;Veneto                      ;35
95;F;Veneto                      ;43
96;F;Veneto                      ;42
97;F;Veneto                      ;19
98;F;Veneto                      ;17
99;F;Veneto                      ;15
100;F;Veneto                      ;8
101;F;Veneto                      ;2
102;F;Veneto                      ;5
104;F;Veneto                      ;1
0;M;Veneto                      ;3
1;M;Veneto                      ;4
2;M;Veneto                      ;7
3;M;Veneto                      ;5
4;M;Veneto                      ;8
5;M;Veneto                      ;3
6;M;Veneto                      ;9
7;M;Veneto                      ;6
8;M;Veneto                      ;5
9;M;Veneto                      ;6
10;M;Veneto                      ;4
11;M;Veneto                      ;7
12;M;Veneto                      ;7
13;M;Veneto                      ;9
14;M;Veneto                      ;10
15;M;Veneto                      ;5
16;M;Veneto                      ;8
17;M;Veneto                      ;4
18;M;Veneto                      ;2
19;M;Veneto                      ;3
20;M;Veneto                      ;4
21;M;Veneto                      ;8
22;M;Veneto                      ;4
23;M;Veneto                      ;3
24;M;Veneto                      ;6
25;M;Veneto                      ;4
26;M;Veneto                      ;5
27;M;Veneto                      ;7
28;M;Veneto                      ;11
29;M;Veneto                      ;14
30;M;Veneto                      ;7
31;M;Veneto                      ;13
32;M;Veneto                      ;15
33;M;Veneto                      ;10
34;M;Veneto                      ;21
35;M;Veneto                      ;14
36;M;Veneto                      ;18
37;M;Veneto                      ;9
38;M;Veneto                      ;15
39;M;Veneto                      ;16
40;M;Veneto                      ;26
41;M;Veneto                      ;21
42;M;Veneto                      ;17
43;M;Veneto                      ;26
44;M;Veneto                      ;28
45;M;Veneto                      ;36
46;M;Veneto                      ;39
47;M;Veneto                      ;31
48;M;Veneto                      ;33
49;M;Veneto                      ;39
50;M;Veneto                      ;44
51;M;Veneto                      ;77
52;M;Veneto                      ;87
53;M;Veneto                      ;65
54;M;Veneto                      ;89
55;M;Veneto                      ;107
56;M;Veneto                      ;101
57;M;Veneto                      ;123
58;M;Veneto                      ;135
59;M;Veneto                      ;135
60;M;Veneto                      ;147
61;M;Veneto                      ;168
62;M;Veneto                      ;179
63;M;Veneto                      ;201
64;M;Veneto                      ;189
65;M;Veneto                      ;232
66;M;Veneto                      ;184
67;M;Veneto                      ;234
68;M;Veneto                      ;268
69;M;Veneto                      ;211
70;M;Veneto                      ;212
71;M;Veneto                      ;257
72;M;Veneto                      ;241
73;M;Veneto                      ;266
74;M;Veneto                      ;265
75;M;Veneto                      ;267
76;M;Veneto                      ;259
77;M;Veneto                      ;251
78;M;Veneto                      ;229
79;M;Veneto                      ;209
80;M;Veneto                      ;217
81;M;Veneto                      ;198
82;M;Veneto                      ;167
83;M;Veneto                      ;150
84;M;Veneto                      ;162
85;M;Veneto                      ;135
86;M;Veneto                      ;108
87;M;Veneto                      ;92
88;M;Veneto                      ;90
89;M;Veneto                      ;66
90;M;Veneto                      ;45
91;M;Veneto                      ;36
92;M;Veneto                      ;18
93;M;Veneto                      ;10
94;M;Veneto                      ;6
95;M;Veneto                      ;6
96;M;Veneto                      ;4
97;M;Veneto                      ;4
98;M;Veneto                      ;2
99;M;Veneto                      ;2
101;M;Veneto                      ;1
2;F;Friuli-Venezia Giulia       ;3
3;F;Friuli-Venezia Giulia       ;2
4;F;Friuli-Venezia Giulia       ;2
7;F;Friuli-Venezia Giulia       ;3
8;F;Friuli-Venezia Giulia       ;3
9;F;Friuli-Venezia Giulia       ;3
11;F;Friuli-Venezia Giulia       ;1
12;F;Friuli-Venezia Giulia       ;2
14;F;Friuli-Venezia Giulia       ;1
15;F;Friuli-Venezia Giulia       ;1
16;F;Friuli-Venezia Giulia       ;2
18;F;Friuli-Venezia Giulia       ;1
19;F;Friuli-Venezia Giulia       ;2
20;F;Friuli-Venezia Giulia       ;2
21;F;Friuli-Venezia Giulia       ;2
22;F;Friuli-Venezia Giulia       ;3
23;F;Friuli-Venezia Giulia       ;3
24;F;Friuli-Venezia Giulia       ;3
25;F;Friuli-Venezia Giulia       ;2
26;F;Friuli-Venezia Giulia       ;5
27;F;Friuli-Venezia Giulia       ;2
28;F;Friuli-Venezia Giulia       ;4
29;F;Friuli-Venezia Giulia       ;4
30;F;Friuli-Venezia Giulia       ;4
31;F;Friuli-Venezia Giulia       ;3
32;F;Friuli-Venezia Giulia       ;5
33;F;Friuli-Venezia Giulia       ;4
34;F;Friuli-Venezia Giulia       ;4
35;F;Friuli-Venezia Giulia       ;2
36;F;Friuli-Venezia Giulia       ;5
37;F;Friuli-Venezia Giulia       ;13
38;F;Friuli-Venezia Giulia       ;5
39;F;Friuli-Venezia Giulia       ;15
40;F;Friuli-Venezia Giulia       ;11
41;F;Friuli-Venezia Giulia       ;10
42;F;Friuli-Venezia Giulia       ;9
43;F;Friuli-Venezia Giulia       ;7
44;F;Friuli-Venezia Giulia       ;6
45;F;Friuli-Venezia Giulia       ;14
46;F;Friuli-Venezia Giulia       ;11
47;F;Friuli-Venezia Giulia       ;9
48;F;Friuli-Venezia Giulia       ;11
49;F;Friuli-Venezia Giulia       ;9
50;F;Friuli-Venezia Giulia       ;10
51;F;Friuli-Venezia Giulia       ;10
52;F;Friuli-Venezia Giulia       ;17
53;F;Friuli-Venezia Giulia       ;15
54;F;Friuli-Venezia Giulia       ;10
55;F;Friuli-Venezia Giulia       ;22
56;F;Friuli-Venezia Giulia       ;20
57;F;Friuli-Venezia Giulia       ;18
58;F;Friuli-Venezia Giulia       ;28
59;F;Friuli-Venezia Giulia       ;27
60;F;Friuli-Venezia Giulia       ;30
61;F;Friuli-Venezia Giulia       ;24
62;F;Friuli-Venezia Giulia       ;37
63;F;Friuli-Venezia Giulia       ;37
64;F;Friuli-Venezia Giulia       ;45
65;F;Friuli-Venezia Giulia       ;51
66;F;Friuli-Venezia Giulia       ;41
67;F;Friuli-Venezia Giulia       ;32
68;F;Friuli-Venezia Giulia       ;66
69;F;Friuli-Venezia Giulia       ;42
70;F;Friuli-Venezia Giulia       ;45
71;F;Friuli-Venezia Giulia       ;51
72;F;Friuli-Venezia Giulia       ;48
73;F;Friuli-Venezia Giulia       ;46
74;F;Friuli-Venezia Giulia       ;57
75;F;Friuli-Venezia Giulia       ;56
76;F;Friuli-Venezia Giulia       ;41
77;F;Friuli-Venezia Giulia       ;43
78;F;Friuli-Venezia Giulia       ;49
79;F;Friuli-Venezia Giulia       ;50
80;F;Friuli-Venezia Giulia       ;31
81;F;Friuli-Venezia Giulia       ;46
82;F;Friuli-Venezia Giulia       ;52
83;F;Friuli-Venezia Giulia       ;44
84;F;Friuli-Venezia Giulia       ;51
85;F;Friuli-Venezia Giulia       ;38
86;F;Friuli-Venezia Giulia       ;43
87;F;Friuli-Venezia Giulia       ;33
88;F;Friuli-Venezia Giulia       ;34
89;F;Friuli-Venezia Giulia       ;36
90;F;Friuli-Venezia Giulia       ;28
91;F;Friuli-Venezia Giulia       ;30
92;F;Friuli-Venezia Giulia       ;10
93;F;Friuli-Venezia Giulia       ;5
94;F;Friuli-Venezia Giulia       ;11
95;F;Friuli-Venezia Giulia       ;6
96;F;Friuli-Venezia Giulia       ;7
97;F;Friuli-Venezia Giulia       ;5
98;F;Friuli-Venezia Giulia       ;6
99;F;Friuli-Venezia Giulia       ;6
100;F;Friuli-Venezia Giulia       ;5
102;F;Friuli-Venezia Giulia       ;2
1;M;Friuli-Venezia Giulia       ;1
2;M;Friuli-Venezia Giulia       ;1
4;M;Friuli-Venezia Giulia       ;2
6;M;Friuli-Venezia Giulia       ;1
8;M;Friuli-Venezia Giulia       ;2
10;M;Friuli-Venezia Giulia       ;2
11;M;Friuli-Venezia Giulia       ;1
12;M;Friuli-Venezia Giulia       ;3
13;M;Friuli-Venezia Giulia       ;1
14;M;Friuli-Venezia Giulia       ;2
15;M;Friuli-Venezia Giulia       ;1
16;M;Friuli-Venezia Giulia       ;2
17;M;Friuli-Venezia Giulia       ;1
19;M;Friuli-Venezia Giulia       ;4
20;M;Friuli-Venezia Giulia       ;2
21;M;Friuli-Venezia Giulia       ;5
22;M;Friuli-Venezia Giulia       ;4
23;M;Friuli-Venezia Giulia       ;3
24;M;Friuli-Venezia Giulia       ;2
25;M;Friuli-Venezia Giulia       ;2
26;M;Friuli-Venezia Giulia       ;3
27;M;Friuli-Venezia Giulia       ;3
28;M;Friuli-Venezia Giulia       ;2
29;M;Friuli-Venezia Giulia       ;4
30;M;Friuli-Venezia Giulia       ;8
31;M;Friuli-Venezia Giulia       ;4
32;M;Friuli-Venezia Giulia       ;1
33;M;Friuli-Venezia Giulia       ;9
34;M;Friuli-Venezia Giulia       ;4
35;M;Friuli-Venezia Giulia       ;3
36;M;Friuli-Venezia Giulia       ;7
37;M;Friuli-Venezia Giulia       ;10
38;M;Friuli-Venezia Giulia       ;11
39;M;Friuli-Venezia Giulia       ;5
40;M;Friuli-Venezia Giulia       ;8
41;M;Friuli-Venezia Giulia       ;10
42;M;Friuli-Venezia Giulia       ;8
43;M;Friuli-Venezia Giulia       ;7
44;M;Friuli-Venezia Giulia       ;9
45;M;Friuli-Venezia Giulia       ;4
46;M;Friuli-Venezia Giulia       ;9
47;M;Friuli-Venezia Giulia       ;13
48;M;Friuli-Venezia Giulia       ;8
49;M;Friuli-Venezia Giulia       ;6
50;M;Friuli-Venezia Giulia       ;10
51;M;Friuli-Venezia Giulia       ;7
52;M;Friuli-Venezia Giulia       ;8
53;M;Friuli-Venezia Giulia       ;17
54;M;Friuli-Venezia Giulia       ;18
55;M;Friuli-Venezia Giulia       ;9
56;M;Friuli-Venezia Giulia       ;10
57;M;Friuli-Venezia Giulia       ;10
58;M;Friuli-Venezia Giulia       ;20
59;M;Friuli-Venezia Giulia       ;26
60;M;Friuli-Venezia Giulia       ;16
61;M;Friuli-Venezia Giulia       ;28
62;M;Friuli-Venezia Giulia       ;24
63;M;Friuli-Venezia Giulia       ;21
64;M;Friuli-Venezia Giulia       ;21
65;M;Friuli-Venezia Giulia       ;30
66;M;Friuli-Venezia Giulia       ;30
67;M;Friuli-Venezia Giulia       ;26
68;M;Friuli-Venezia Giulia       ;34
69;M;Friuli-Venezia Giulia       ;29
70;M;Friuli-Venezia Giulia       ;24
71;M;Friuli-Venezia Giulia       ;38
72;M;Friuli-Venezia Giulia       ;27
73;M;Friuli-Venezia Giulia       ;31
74;M;Friuli-Venezia Giulia       ;22
75;M;Friuli-Venezia Giulia       ;27
76;M;Friuli-Venezia Giulia       ;25
77;M;Friuli-Venezia Giulia       ;24
78;M;Friuli-Venezia Giulia       ;23
79;M;Friuli-Venezia Giulia       ;33
80;M;Friuli-Venezia Giulia       ;22
81;M;Friuli-Venezia Giulia       ;24
82;M;Friuli-Venezia Giulia       ;14
83;M;Friuli-Venezia Giulia       ;14
84;M;Friuli-Venezia Giulia       ;31
85;M;Friuli-Venezia Giulia       ;18
86;M;Friuli-Venezia Giulia       ;18
87;M;Friuli-Venezia Giulia       ;15
88;M;Friuli-Venezia Giulia       ;11
89;M;Friuli-Venezia Giulia       ;14
90;M;Friuli-Venezia Giulia       ;6
91;M;Friuli-Venezia Giulia       ;6
92;M;Friuli-Venezia Giulia       ;1
93;M;Friuli-Venezia Giulia       ;5
94;M;Friuli-Venezia Giulia       ;1
95;M;Friuli-Venezia Giulia       ;3
96;M;Friuli-Venezia Giulia       ;2
99;M;Friuli-Venezia Giulia       ;1
103;M;Friuli-Venezia Giulia       ;1
0;F;Liguria                     ;3
1;F;Liguria                     ;6
2;F;Liguria                     ;5
3;F;Liguria                     ;10
4;F;Liguria                     ;12
5;F;Liguria                     ;14
6;F;Liguria                     ;6
7;F;Liguria                     ;9
8;F;Liguria                     ;10
9;F;Liguria                     ;11
10;F;Liguria                     ;3
11;F;Liguria                     ;9
12;F;Liguria                     ;9
13;F;Liguria                     ;8
14;F;Liguria                     ;10
15;F;Liguria                     ;8
16;F;Liguria                     ;9
17;F;Liguria                     ;8
18;F;Liguria                     ;6
19;F;Liguria                     ;5
20;F;Liguria                     ;11
21;F;Liguria                     ;9
22;F;Liguria                     ;12
23;F;Liguria                     ;12
24;F;Liguria                     ;11
25;F;Liguria                     ;11
26;F;Liguria                     ;26
27;F;Liguria                     ;15
28;F;Liguria                     ;26
29;F;Liguria                     ;28
30;F;Liguria                     ;28
31;F;Liguria                     ;33
32;F;Liguria                     ;37
33;F;Liguria                     ;33
34;F;Liguria                     ;32
35;F;Liguria                     ;41
36;F;Liguria                     ;37
37;F;Liguria                     ;61
38;F;Liguria                     ;50
39;F;Liguria                     ;66
40;F;Liguria                     ;65
41;F;Liguria                     ;64
42;F;Liguria                     ;56
43;F;Liguria                     ;51
44;F;Liguria                     ;61
45;F;Liguria                     ;60
46;F;Liguria                     ;59
47;F;Liguria                     ;63
48;F;Liguria                     ;71
49;F;Liguria                     ;45
50;F;Liguria                     ;55
51;F;Liguria                     ;57
52;F;Liguria                     ;48
53;F;Liguria                     ;42
54;F;Liguria                     ;42
55;F;Liguria                     ;29
56;F;Liguria                     ;47
57;F;Liguria                     ;42
58;F;Liguria                     ;55
59;F;Liguria                     ;37
60;F;Liguria                     ;44
61;F;Liguria                     ;46
62;F;Liguria                     ;42
63;F;Liguria                     ;51
64;F;Liguria                     ;61
65;F;Liguria                     ;55
66;F;Liguria                     ;32
67;F;Liguria                     ;48
68;F;Liguria                     ;48
69;F;Liguria                     ;63
70;F;Liguria                     ;72
71;F;Liguria                     ;79
72;F;Liguria                     ;56
73;F;Liguria                     ;70
74;F;Liguria                     ;64
75;F;Liguria                     ;61
76;F;Liguria                     ;42
77;F;Liguria                     ;70
78;F;Liguria                     ;57
79;F;Liguria                     ;52
80;F;Liguria                     ;50
81;F;Liguria                     ;57
82;F;Liguria                     ;48
83;F;Liguria                     ;42
84;F;Liguria                     ;51
85;F;Liguria                     ;30
86;F;Liguria                     ;38
87;F;Liguria                     ;36
88;F;Liguria                     ;23
89;F;Liguria                     ;30
90;F;Liguria                     ;25
91;F;Liguria                     ;26
92;F;Liguria                     ;12
93;F;Liguria                     ;16
94;F;Liguria                     ;10
95;F;Liguria                     ;4
96;F;Liguria                     ;9
97;F;Liguria                     ;6
98;F;Liguria                     ;2
99;F;Liguria                     ;4
100;F;Liguria                     ;1
103;F;Liguria                     ;1
105;F;Liguria                     ;1
0;M;Liguria                     ;6
1;M;Liguria                     ;9
2;M;Liguria                     ;8
3;M;Liguria                     ;7
4;M;Liguria                     ;13
5;M;Liguria                     ;6
6;M;Liguria                     ;11
7;M;Liguria                     ;10
8;M;Liguria                     ;6
9;M;Liguria                     ;16
10;M;Liguria                     ;7
11;M;Liguria                     ;11
12;M;Liguria                     ;8
13;M;Liguria                     ;6
14;M;Liguria                     ;5
15;M;Liguria                     ;4
16;M;Liguria                     ;12
17;M;Liguria                     ;6
18;M;Liguria                     ;5
19;M;Liguria                     ;16
20;M;Liguria                     ;9
21;M;Liguria                     ;9
22;M;Liguria                     ;8
23;M;Liguria                     ;16
24;M;Liguria                     ;16
25;M;Liguria                     ;16
26;M;Liguria                     ;21
27;M;Liguria                     ;24
28;M;Liguria                     ;30
29;M;Liguria                     ;25
30;M;Liguria                     ;23
31;M;Liguria                     ;33
32;M;Liguria                     ;32
33;M;Liguria                     ;28
34;M;Liguria                     ;41
35;M;Liguria                     ;36
36;M;Liguria                     ;40
37;M;Liguria                     ;52
38;M;Liguria                     ;54
39;M;Liguria                     ;42
40;M;Liguria                     ;68
41;M;Liguria                     ;67
42;M;Liguria                     ;61
43;M;Liguria                     ;62
44;M;Liguria                     ;49
45;M;Liguria                     ;35
46;M;Liguria                     ;71
47;M;Liguria                     ;63
48;M;Liguria                     ;76
49;M;Liguria                     ;59
50;M;Liguria                     ;38
51;M;Liguria                     ;33
52;M;Liguria                     ;45
53;M;Liguria                     ;54
54;M;Liguria                     ;38
55;M;Liguria                     ;30
56;M;Liguria                     ;41
57;M;Liguria                     ;38
58;M;Liguria                     ;29
59;M;Liguria                     ;35
60;M;Liguria                     ;46
61;M;Liguria                     ;39
62;M;Liguria                     ;46
63;M;Liguria                     ;51
64;M;Liguria                     ;44
65;M;Liguria                     ;55
66;M;Liguria                     ;39
67;M;Liguria                     ;39
68;M;Liguria                     ;40
69;M;Liguria                     ;50
70;M;Liguria                     ;59
71;M;Liguria                     ;56
72;M;Liguria                     ;47
73;M;Liguria                     ;49
74;M;Liguria                     ;50
75;M;Liguria                     ;41
76;M;Liguria                     ;41
77;M;Liguria                     ;38
78;M;Liguria                     ;35
79;M;Liguria                     ;42
80;M;Liguria                     ;38
81;M;Liguria                     ;39
82;M;Liguria                     ;29
83;M;Liguria                     ;19
84;M;Liguria                     ;20
85;M;Liguria                     ;27
86;M;Liguria                     ;16
87;M;Liguria                     ;10
88;M;Liguria                     ;10
89;M;Liguria                     ;12
90;M;Liguria                     ;5
91;M;Liguria                     ;2
92;M;Liguria                     ;3
95;M;Liguria                     ;2
96;M;Liguria                     ;5
97;M;Liguria                     ;1
1;F;Emilia-Romagna              ;4
